SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
196012,2021-01-05 00:00:00,Mizoram,India,2021-04-02 15:13:53,4247.0,8.0,4153.0
196024,2021-01-05 00:00:00,Nagaland,India,2021-04-02 15:13:53,11937.0,79.0,11714.0
196068,2021-01-05 00:00:00,Odisha,India,2021-04-02 15:13:53,330690.0,1887.0,326778.0
196102,2021-01-05 00:00:00,Puducherry,India,2021-04-02 15:13:53,38300.0,635.0,37292.0
196106,2021-01-05 00:00:00,Punjab,India,2021-04-02 15:13:53,167652.0,5404.0,159265.0
196116,2021-01-05 00:00:00,Rajasthan,India,2021-04-02 15:13:53,310675.0,2719.0,300126.0
196165,2021-01-05 00:00:00,Sikkim,India,2021-04-02 15:13:53,5938.0,129.0,5316.0
196186,2021-01-05 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,822370.0,12177.0,802385.0
196190,2021-01-05 00:00:00,Telangana,India,2021-04-02 15:13:53,288410.0,1556.0,281872.0
196207,2021-01-05 00:00:00,Tripura,India,2021-04-02 15:13:53,33286.0,387.0,32835.0
196222,2021-01-05 00:00:00,Unknown,India,2021-04-02 15:13:53,0.0,0.0,0.0
196233,2021-01-05 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,589611.0,8433.0,568892.0
196234,2021-01-05 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,92366.0,1544.0,87105.0
196262,2021-01-05 00:00:00,West Bengal,India,2021-04-02 15:13:53,556384.0,9841.0,537250.0
196475,2021-01-06 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,4949.0,62.0,4859.0
196476,2021-01-06 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,883876.0,7125.0,873855.0
196493,2021-01-06 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,16753.0,56.0,16609.0
196494,2021-01-06 00:00:00,Assam,India,2021-04-02 15:13:53,216424.0,1057.0,212328.0
196516,2021-01-06 00:00:00,Bihar,India,2021-04-02 15:13:53,254014.0,1420.0,248410.0
196550,2021-01-06 00:00:00,Chandigarh,India,2021-04-02 15:13:53,20104.0,323.0,19525.0
196557,2021-01-06 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,285586.0,3447.0,273030.0
196576,2021-01-06 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,3379.0,2.0,3372.0
196580,2021-01-06 00:00:00,Delhi,India,2021-04-02 15:13:53,628352.0,10625.0,613246.0
196616,2021-01-06 00:00:00,Goa,India,2021-04-02 15:13:53,51507.0,744.0,49893.0
196632,2021-01-06 00:00:00,Gujarat,India,2021-04-02 15:13:53,249246.0,4329.0,236323.0
196638,2021-01-06 00:00:00,Haryana,India,2021-04-02 15:13:53,263887.0,2934.0,258281.0
196645,2021-01-06 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,56015.0,952.0,53782.0
196671,2021-01-06 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,122049.0,1900.0,117690.0
196674,2021-01-06 00:00:00,Jharkhand,India,2021-04-02 15:13:53,116034.0,1040.0,113545.0
196692,2021-01-06 00:00:00,Karnataka,India,2021-04-02 15:13:53,924137.0,12124.0,902817.0
196695,2021-01-06 00:00:00,Kerala,India,2021-04-02 15:13:53,790882.0,3209.0,722421.0
196720,2021-01-06 00:00:00,Ladakh,India,2021-04-02 15:13:53,9589.0,127.0,9243.0
196721,2021-01-06 00:00:00,Lakshadweep,India,2021-04-02 15:13:53,0.0,0.0,0.0
196741,2021-01-06 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,246048.0,3670.0,233862.0
196747,2021-01-06 00:00:00,Maharashtra,India,2021-04-02 15:13:53,1954553.0,49825.0,1852759.0
196749,2021-01-06 00:00:00,Manipur,India,2021-04-02 15:13:53,28484.0,363.0,27642.0
196762,2021-01-06 00:00:00,Meghalaya,India,2021-04-02 15:13:53,13525.0,141.0,13230.0
196776,2021-01-06 00:00:00,Mizoram,India,2021-04-02 15:13:53,4256.0,8.0,4160.0
196788,2021-01-06 00:00:00,Nagaland,India,2021-04-02 15:13:53,11954.0,80.0,11737.0
196832,2021-01-06 00:00:00,Odisha,India,2021-04-02 15:13:53,330921.0,1887.0,327008.0
196866,2021-01-06 00:00:00,Puducherry,India,2021-04-02 15:13:53,38334.0,635.0,37327.0
196870,2021-01-06 00:00:00,Punjab,India,2021-04-02 15:13:53,167910.0,5412.0,159500.0
196880,2021-01-06 00:00:00,Rajasthan,India,2021-04-02 15:13:53,311111.0,2723.0,300690.0
196929,2021-01-06 00:00:00,Sikkim,India,2021-04-02 15:13:53,5951.0,129.0,5358.0
196950,2021-01-06 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,823181.0,12188.0,803328.0
196954,2021-01-06 00:00:00,Telangana,India,2021-04-02 15:13:53,288789.0,1559.0,282177.0
196971,2021-01-06 00:00:00,Tripura,India,2021-04-02 15:13:53,33294.0,387.0,32843.0
196986,2021-01-06 00:00:00,Unknown,India,2021-04-02 15:13:53,0.0,0.0,0.0
196997,2021-01-06 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,590339.0,8441.0,569959.0
196998,2021-01-06 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,92593.0,1549.0,87529.0
197026,2021-01-06 00:00:00,West Bengal,India,2021-04-02 15:13:53,557252.0,9863.0,538521.0
197239,2021-01-07 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,4958.0,62.0,4864.0
197240,2021-01-07 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,884171.0,7126.0,874223.0
197257,2021-01-07 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,16757.0,56.0,16622.0
197258,2021-01-07 00:00:00,Assam,India,2021-04-02 15:13:53,216481.0,1059.0,212376.0
197280,2021-01-07 00:00:00,Bihar,India,2021-04-02 15:13:53,254447.0,1424.0,248762.0
197314,2021-01-07 00:00:00,Chandigarh,India,2021-04-02 15:13:53,20147.0,325.0,19582.0
197321,2021-01-07 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,286596.0,3454.0,274283.0
197340,2021-01-07 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,3379.0,2.0,3372.0
197344,2021-01-07 00:00:00,Delhi,India,2021-04-02 15:13:53,628838.0,10644.0,614026.0
197380,2021-01-07 00:00:00,Goa,India,2021-04-02 15:13:53,51626.0,744.0,49983.0
197396,2021-01-07 00:00:00,Gujarat,India,2021-04-02 15:13:53,249913.0,4332.0,237222.0
197402,2021-01-07 00:00:00,Haryana,India,2021-04-02 15:13:53,264161.0,2940.0,258658.0
197409,2021-01-07 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,56146.0,953.0,53973.0
197435,2021-01-07 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,122176.0,1903.0,117877.0
197438,2021-01-07 00:00:00,Jharkhand,India,2021-04-02 15:13:53,116229.0,1041.0,113740.0
197456,2021-01-07 00:00:00,Karnataka,India,2021-04-02 15:13:53,924898.0,12131.0,903629.0
197459,2021-01-07 00:00:00,Kerala,India,2021-04-02 15:13:53,795933.0,3234.0,728060.0
197484,2021-01-07 00:00:00,Ladakh,India,2021-04-02 15:13:53,9600.0,127.0,9258.0
197485,2021-01-07 00:00:00,Lakshadweep,India,2021-04-02 15:13:53,0.0,0.0,0.0
197505,2021-01-07 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,246822.0,3682.0,234612.0
197511,2021-01-07 00:00:00,Maharashtra,India,2021-04-02 15:13:53,1958282.0,49897.0,1856109.0
197513,2021-01-07 00:00:00,Manipur,India,2021-04-02 15:13:53,28531.0,364.0,27677.0
197526,2021-01-07 00:00:00,Meghalaya,India,2021-04-02 15:13:53,13536.0,141.0,13257.0
197540,2021-01-07 00:00:00,Mizoram,India,2021-04-02 15:13:53,4259.0,8.0,4172.0
197552,2021-01-07 00:00:00,Nagaland,India,2021-04-02 15:13:53,11960.0,82.0,11747.0
197596,2021-01-07 00:00:00,Odisha,India,2021-04-02 15:13:53,331151.0,1888.0,327290.0
197630,2021-01-07 00:00:00,Puducherry,India,2021-04-02 15:13:53,38369.0,636.0,37374.0
197634,2021-01-07 00:00:00,Punjab,India,2021-04-02 15:13:53,168187.0,5422.0,159790.0
197644,2021-01-07 00:00:00,Rajasthan,India,2021-04-02 15:13:53,311620.0,2727.0,301425.0
197693,2021-01-07 00:00:00,Sikkim,India,2021-04-02 15:13:53,5965.0,129.0,5371.0
197714,2021-01-07 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,823986.0,12200.0,804239.0
197718,2021-01-07 00:00:00,Telangana,India,2021-04-02 15:13:53,289135.0,1561.0,282574.0
197735,2021-01-07 00:00:00,Tripura,India,2021-04-02 15:13:53,33299.0,388.0,32852.0
197750,2021-01-07 00:00:00,Unknown,India,2021-04-02 15:13:53,0.0,0.0,0.0
197761,2021-01-07 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,590844.0,8452.0,570605.0
197762,2021-01-07 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,92842.0,1555.0,87978.0
197790,2021-01-07 00:00:00,West Bengal,India,2021-04-02 15:13:53,558173.0,9881.0,539816.0
198003,2021-01-08 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,4958.0,62.0,4864.0
198004,2021-01-08 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,884171.0,7126.0,874223.0
198021,2021-01-08 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,16757.0,56.0,16622.0
198022,2021-01-08 00:00:00,Assam,India,2021-04-02 15:13:53,216481.0,1059.0,212376.0
198044,2021-01-08 00:00:00,Bihar,India,2021-04-02 15:13:53,254447.0,1424.0,248762.0
198078,2021-01-08 00:00:00,Chandigarh,India,2021-04-02 15:13:53,20147.0,325.0,19582.0
198085,2021-01-08 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,286596.0,3454.0,274283.0
198104,2021-01-08 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,3379.0,2.0,3372.0
198108,2021-01-08 00:00:00,Delhi,India,2021-04-02 15:13:53,628838.0,10644.0,614026.0
198144,2021-01-08 00:00:00,Goa,India,2021-04-02 15:13:53,51626.0,744.0,49983.0
198160,2021-01-08 00:00:00,Gujarat,India,2021-04-02 15:13:53,249913.0,4332.0,237222.0
198166,2021-01-08 00:00:00,Haryana,India,2021-04-02 15:13:53,264161.0,2940.0,258658.0
198173,2021-01-08 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,56146.0,953.0,53973.0
198199,2021-01-08 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,122176.0,1903.0,117877.0
198202,2021-01-08 00:00:00,Jharkhand,India,2021-04-02 15:13:53,116229.0,1041.0,113740.0
198220,2021-01-08 00:00:00,Karnataka,India,2021-04-02 15:13:53,924898.0,12131.0,903629.0
198223,2021-01-08 00:00:00,Kerala,India,2021-04-02 15:13:53,795933.0,3234.0,728060.0
198248,2021-01-08 00:00:00,Ladakh,India,2021-04-02 15:13:53,9600.0,127.0,9258.0
198249,2021-01-08 00:00:00,Lakshadweep,India,2021-04-02 15:13:53,0.0,0.0,0.0
198269,2021-01-08 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,246822.0,3682.0,234612.0
198275,2021-01-08 00:00:00,Maharashtra,India,2021-04-02 15:13:53,1958282.0,49897.0,1856109.0
198277,2021-01-08 00:00:00,Manipur,India,2021-04-02 15:13:53,28531.0,364.0,27677.0
198290,2021-01-08 00:00:00,Meghalaya,India,2021-04-02 15:13:53,13536.0,141.0,13257.0
198304,2021-01-08 00:00:00,Mizoram,India,2021-04-02 15:13:53,4259.0,8.0,4172.0
198316,2021-01-08 00:00:00,Nagaland,India,2021-04-02 15:13:53,11960.0,82.0,11747.0
198360,2021-01-08 00:00:00,Odisha,India,2021-04-02 15:13:53,331151.0,1888.0,327290.0
198394,2021-01-08 00:00:00,Puducherry,India,2021-04-02 15:13:53,38369.0,636.0,37374.0
198398,2021-01-08 00:00:00,Punjab,India,2021-04-02 15:13:53,168187.0,5422.0,159790.0
198408,2021-01-08 00:00:00,Rajasthan,India,2021-04-02 15:13:53,311620.0,2727.0,301425.0
198457,2021-01-08 00:00:00,Sikkim,India,2021-04-02 15:13:53,5965.0,129.0,5371.0
198478,2021-01-08 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,823986.0,12200.0,804239.0
198482,2021-01-08 00:00:00,Telangana,India,2021-04-02 15:13:53,289135.0,1561.0,282574.0
198499,2021-01-08 00:00:00,Tripura,India,2021-04-02 15:13:53,33299.0,388.0,32852.0
198514,2021-01-08 00:00:00,Unknown,India,2021-04-02 15:13:53,0.0,0.0,0.0
198525,2021-01-08 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,590844.0,8452.0,570605.0
198526,2021-01-08 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,92842.0,1555.0,87978.0
198554,2021-01-08 00:00:00,West Bengal,India,2021-04-02 15:13:53,558173.0,9881.0,539816.0
198767,2021-01-09 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,4959.0,62.0,4873.0
198768,2021-01-09 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,884689.0,7128.0,874954.0
198785,2021-01-09 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,16767.0,56.0,16647.0
198786,2021-01-09 00:00:00,Assam,India,2021-04-02 15:13:53,216565.0,1060.0,212486.0
198808,2021-01-09 00:00:00,Bihar,India,2021-04-02 15:13:53,255386.0,1430.0,249709.0
198842,2021-01-09 00:00:00,Chandigarh,India,2021-04-02 15:13:53,20251.0,327.0,19696.0
198849,2021-01-09 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,288570.0,3484.0,275812.0
198868,2021-01-09 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,3380.0,2.0,3374.0
198872,2021-01-09 00:00:00,Delhi,India,2021-04-02 15:13:53,629801.0,10666.0,615452.0
198908,2021-01-09 00:00:00,Goa,India,2021-04-02 15:13:53,51790.0,746.0,50177.0
198924,2021-01-09 00:00:00,Gujarat,India,2021-04-02 15:13:53,251273.0,4340.0,238965.0
198930,2021-01-09 00:00:00,Haryana,India,2021-04-02 15:13:53,264721.0,2949.0,259209.0
198937,2021-01-09 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,56366.0,958.0,54320.0
198963,2021-01-09 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,122425.0,1909.0,118422.0
198966,2021-01-09 00:00:00,Jharkhand,India,2021-04-02 15:13:53,116672.0,1045.0,114133.0
198984,2021-01-09 00:00:00,Karnataka,India,2021-04-02 15:13:53,926767.0,12138.0,905158.0
198987,2021-01-09 00:00:00,Kerala,India,2021-04-02 15:13:53,806603.0,3279.0,738808.0
199012,2021-01-09 00:00:00,Ladakh,India,2021-04-02 15:13:53,9608.0,127.0,9278.0
199013,2021-01-09 00:00:00,Lakshadweep,India,2021-04-02 15:13:53,0.0,0.0,0.0
199033,2021-01-09 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,247977.0,3701.0,236247.0
199039,2021-01-09 00:00:00,Maharashtra,India,2021-04-02 15:13:53,1965556.0,50027.0,1861400.0
199041,2021-01-09 00:00:00,Manipur,India,2021-04-02 15:13:53,28646.0,365.0,27766.0
199054,2021-01-09 00:00:00,Meghalaya,India,2021-04-02 15:13:53,13592.0,143.0,13286.0
199068,2021-01-09 00:00:00,Mizoram,India,2021-04-02 15:13:53,4292.0,8.0,4186.0
199080,2021-01-09 00:00:00,Nagaland,India,2021-04-02 15:13:53,11975.0,84.0,11778.0
199124,2021-01-09 00:00:00,Odisha,India,2021-04-02 15:13:53,331602.0,1891.0,327803.0
199158,2021-01-09 00:00:00,Puducherry,India,2021-04-02 15:13:53,38425.0,636.0,37461.0
199162,2021-01-09 00:00:00,Punjab,India,2021-04-02 15:13:53,168734.0,5439.0,160343.0
199172,2021-01-09 00:00:00,Rajasthan,India,2021-04-02 15:13:53,312521.0,2731.0,303060.0
199221,2021-01-09 00:00:00,Sikkim,India,2021-04-02 15:13:53,5984.0,129.0,5486.0
199242,2021-01-09 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,825537.0,12215.0,806018.0
199246,2021-01-09 00:00:00,Telangana,India,2021-04-02 15:13:53,289784.0,1565.0,283463.0
199263,2021-01-09 00:00:00,Tripura,India,2021-04-02 15:13:53,33307.0,388.0,32862.0
199278,2021-01-09 00:00:00,Unknown,India,2021-04-02 15:13:53,0.0,0.0,0.0
199289,2021-01-09 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,592475.0,8481.0,572773.0
199290,2021-01-09 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,93398.0,1568.0,88615.0
199318,2021-01-09 00:00:00,West Bengal,India,2021-04-02 15:13:53,559886.0,9922.0,541930.0
199531,2021-01-10 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,4960.0,62.0,4875.0
199532,2021-01-10 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,884916.0,7129.0,875243.0
199549,2021-01-10 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,16772.0,56.0,16650.0
199550,2021-01-10 00:00:00,Assam,India,2021-04-02 15:13:53,216590.0,1061.0,212515.0
199572,2021-01-10 00:00:00,Bihar,India,2021-04-02 15:13:53,255700.0,1434.0,250088.0
199606,2021-01-10 00:00:00,Chandigarh,India,2021-04-02 15:13:53,20295.0,327.0,19727.0
199613,2021-01-10 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,289231.0,3490.0,276774.0
199632,2021-01-10 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,3380.0,2.0,3376.0
199636,2021-01-10 00:00:00,Delhi,India,2021-04-02 15:13:53,630200.0,10678.0,616054.0
199672,2021-01-10 00:00:00,Goa,India,2021-04-02 15:13:53,51856.0,747.0,50277.0
199688,2021-01-10 00:00:00,Gujarat,India,2021-04-02 15:13:53,251944.0,4344.0,239771.0
199694,2021-01-10 00:00:00,Haryana,India,2021-04-02 15:13:53,264955.0,2950.0,259495.0
199701,2021-01-10 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,56452.0,959.0,54522.0
199727,2021-01-10 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,122538.0,1910.0,118617.0
199730,2021-01-10 00:00:00,Jharkhand,India,2021-04-02 15:13:53,116817.0,1047.0,114302.0
199748,2021-01-10 00:00:00,Karnataka,India,2021-04-02 15:13:53,927559.0,12140.0,905751.0
199751,2021-01-10 00:00:00,Kerala,India,2021-04-02 15:13:53,811148.0,3302.0,743467.0
199776,2021-01-10 00:00:00,Ladakh,India,2021-04-02 15:13:53,9618.0,127.0,9294.0
199777,2021-01-10 00:00:00,Lakshadweep,India,2021-04-02 15:13:53,0.0,0.0,0.0
199797,2021-01-10 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,248597.0,3711.0,237063.0
199803,2021-01-10 00:00:00,Maharashtra,India,2021-04-02 15:13:53,1969114.0,50061.0,1863702.0
199805,2021-01-10 00:00:00,Manipur,India,2021-04-02 15:13:53,28660.0,365.0,27805.0
199818,2021-01-10 00:00:00,Meghalaya,India,2021-04-02 15:13:53,13611.0,143.0,13313.0
199832,2021-01-10 00:00:00,Mizoram,India,2021-04-02 15:13:53,4293.0,9.0,4192.0
199844,2021-01-10 00:00:00,Nagaland,India,2021-04-02 15:13:53,11978.0,84.0,11778.0
199888,2021-01-10 00:00:00,Odisha,India,2021-04-02 15:13:53,331862.0,1891.0,328043.0
199922,2021-01-10 00:00:00,Puducherry,India,2021-04-02 15:13:53,38455.0,638.0,37501.0
199926,2021-01-10 00:00:00,Punjab,India,2021-04-02 15:13:53,169033.0,5445.0,160655.0
199936,2021-01-10 00:00:00,Rajasthan,India,2021-04-02 15:13:53,312996.0,2734.0,303536.0
199985,2021-01-10 00:00:00,Sikkim,India,2021-04-02 15:13:53,5988.0,129.0,5508.0
200006,2021-01-10 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,826261.0,12222.0,806875.0
200010,2021-01-10 00:00:00,Telangana,India,2021-04-02 15:13:53,290008.0,1566.0,283924.0
200027,2021-01-10 00:00:00,Tripura,India,2021-04-02 15:13:53,33307.0,388.0,32869.0
200042,2021-01-10 00:00:00,Unknown,India,2021-04-02 15:13:53,0.0,0.0,0.0
200053,2021-01-10 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,593171.0,8495.0,573542.0
200054,2021-01-10 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,93621.0,1573.0,88918.0
200082,2021-01-10 00:00:00,West Bengal,India,2021-04-02 15:13:53,560709.0,9941.0,542887.0
200295,2021-01-11 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,4963.0,62.0,4884.0
200296,2021-01-11 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,885037.0,7131.0,875456.0
200313,2021-01-11 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,16777.0,56.0,16658.0
200314,2021-01-11 00:00:00,Assam,India,2021-04-02 15:13:53,216635.0,1064.0,212579.0
200336,2021-01-11 00:00:00,Bihar,India,2021-04-02 15:13:53,255932.0,1439.0,250439.0
200370,2021-01-11 00:00:00,Chandigarh,India,2021-04-02 15:13:53,20342.0,327.0,19756.0
200377,2021-01-11 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,290084.0,3505.0,278029.0
200396,2021-01-11 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,3382.0,2.0,3376.0
200400,2021-01-11 00:00:00,Delhi,India,2021-04-02 15:13:53,630506.0,10691.0,616461.0
200436,2021-01-11 00:00:00,Goa,India,2021-04-02 15:13:53,51891.0,749.0,50343.0
200452,2021-01-11 00:00:00,Gujarat,India,2021-04-02 15:13:53,252559.0,4347.0,240517.0
200458,2021-01-11 00:00:00,Haryana,India,2021-04-02 15:13:53,265199.0,2956.0,259696.0
200465,2021-01-11 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,56521.0,961.0,54686.0
200491,2021-01-11 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,122651.0,1911.0,118972.0
200494,2021-01-11 00:00:00,Jharkhand,India,2021-04-02 15:13:53,116961.0,1048.0,114531.0
200512,2021-01-11 00:00:00,Karnataka,India,2021-04-02 15:13:53,928055.0,12144.0,906548.0
200515,2021-01-11 00:00:00,Kerala,India,2021-04-02 15:13:53,814258.0,3322.0,747389.0
200540,2021-01-11 00:00:00,Ladakh,India,2021-04-02 15:13:53,9621.0,127.0,9311.0
200541,2021-01-11 00:00:00,Lakshadweep,India,2021-04-02 15:13:53,0.0,0.0,0.0
200561,2021-01-11 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,249082.0,3718.0,237713.0
200567,2021-01-11 00:00:00,Maharashtra,India,2021-04-02 15:13:53,1971552.0,50101.0,1867988.0
200569,2021-01-11 00:00:00,Manipur,India,2021-04-02 15:13:53,28693.0,365.0,27851.0
200582,2021-01-11 00:00:00,Meghalaya,India,2021-04-02 15:13:53,13631.0,143.0,13337.0
200596,2021-01-11 00:00:00,Mizoram,India,2021-04-02 15:13:53,4299.0,9.0,4194.0
200608,2021-01-11 00:00:00,Nagaland,India,2021-04-02 15:13:53,11987.0,84.0,11795.0
200652,2021-01-11 00:00:00,Odisha,India,2021-04-02 15:13:53,332106.0,1892.0,328271.0
200686,2021-01-11 00:00:00,Puducherry,India,2021-04-02 15:13:53,38477.0,638.0,37535.0
200690,2021-01-11 00:00:00,Punjab,India,2021-04-02 15:13:53,169225.0,5447.0,160920.0
200700,2021-01-11 00:00:00,Rajasthan,India,2021-04-02 15:13:53,313425.0,2736.0,304104.0
200749,2021-01-11 00:00:00,Sikkim,India,2021-04-02 15:13:53,5989.0,129.0,5538.0
200770,2021-01-11 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,826943.0,12228.0,807744.0
200774,2021-01-11 00:00:00,Telangana,India,2021-04-02 15:13:53,290309.0,1568.0,284217.0
200791,2021-01-11 00:00:00,Tripura,India,2021-04-02 15:13:53,33309.0,388.0,32872.0
200806,2021-01-11 00:00:00,Unknown,India,2021-04-02 15:13:53,0.0,0.0,0.0
200817,2021-01-11 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,593680.0,8504.0,574312.0
200818,2021-01-11 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,93777.0,1578.0,89446.0
200846,2021-01-11 00:00:00,West Bengal,India,2021-04-02 15:13:53,561321.0,9957.0,543826.0
201059,2021-01-12 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,4966.0,62.0,4886.0
201060,2021-01-12 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,885234.0,7133.0,875690.0
201077,2021-01-12 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,16782.0,56.0,16665.0
201078,2021-01-12 00:00:00,Assam,India,2021-04-02 15:13:53,216690.0,1064.0,212632.0
201100,2021-01-12 00:00:00,Bihar,India,2021-04-02 15:13:53,256309.0,1443.0,250632.0
201134,2021-01-12 00:00:00,Chandigarh,India,2021-04-02 15:13:53,20378.0,328.0,19780.0
201141,2021-01-12 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,290813.0,3517.0,279236.0
201160,2021-01-12 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,3382.0,2.0,3376.0
201164,2021-01-12 00:00:00,Delhi,India,2021-04-02 15:13:53,630892.0,10707.0,617006.0
201200,2021-01-12 00:00:00,Goa,India,2021-04-02 15:13:53,51983.0,749.0,50437.0
201216,2021-01-12 00:00:00,Gujarat,India,2021-04-02 15:13:53,253161.0,4350.0,241372.0
201222,2021-01-12 00:00:00,Haryana,India,2021-04-02 15:13:53,265391.0,2964.0,259986.0
201229,2021-01-12 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,56596.0,961.0,54825.0
201255,2021-01-12 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,122764.0,1912.0,119170.0
201258,2021-01-12 00:00:00,Jharkhand,India,2021-04-02 15:13:53,117088.0,1048.0,114684.0
201276,2021-01-12 00:00:00,Karnataka,India,2021-04-02 15:13:53,928806.0,12149.0,907729.0
201279,2021-01-12 00:00:00,Kerala,India,2021-04-02 15:13:53,819765.0,3347.0,751659.0
201304,2021-01-12 00:00:00,Ladakh,India,2021-04-02 15:13:53,9634.0,128.0,9326.0
201305,2021-01-12 00:00:00,Lakshadweep,India,2021-04-02 15:13:53,0.0,0.0,0.0
201325,2021-01-12 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,249553.0,3726.0,238328.0
201331,2021-01-12 00:00:00,Maharashtra,India,2021-04-02 15:13:53,1974488.0,50151.0,1871270.0
201333,2021-01-12 00:00:00,Manipur,India,2021-04-02 15:13:53,28725.0,365.0,27879.0
201346,2021-01-12 00:00:00,Meghalaya,India,2021-04-02 15:13:53,13651.0,143.0,13356.0
201360,2021-01-12 00:00:00,Mizoram,India,2021-04-02 15:13:53,4303.0,9.0,4200.0
201372,2021-01-12 00:00:00,Nagaland,India,2021-04-02 15:13:53,11997.0,84.0,11807.0
201416,2021-01-12 00:00:00,Odisha,India,2021-04-02 15:13:53,332331.0,1894.0,328452.0
201450,2021-01-12 00:00:00,Puducherry,India,2021-04-02 15:13:53,38495.0,639.0,37563.0
201454,2021-01-12 00:00:00,Punjab,India,2021-04-02 15:13:53,169479.0,5456.0,161235.0
